title,text,subject,date,label,clean_text
LIVE FEED: INAUGURATION 2017!, ,politics,"Jan 20, 2017",Fake,
Senate repeals Labor Dept. municipal retirement plan rule,"WASHINGTON (Reuters) - A divided U.S. Senate on Thursday killed a regulation that had exempted city-run retirement savings plans for low-income workers from strict pension protection laws. Utah Republican Orrin Hatch, the resolution’s sponsor, has said he expects the Senate to soon repeal a related rule on state-operated retirement plans.  That resolution may face a tougher time than the one on municipal plans, which barely passed in a 50-49 vote. States are farther along establishing retirement programs for people who do not have workplace savings plans, and Republicans who advocate for states’ rights are more skeptical of the resolution. The House of Representatives has already passed both resolutions. Thursday’s vote marked the 12th time the Republican-controlled Congress has successfully killed an Obama-era regulation through the use of an obscure 1996 law known as the Congressional Review Act. The law lets Congress repeal a newly minted rule through  simple majority votes in the House and Senate, and a signature from the president. A “substantially similar” rule can never be enacted in its place. The Labor Department rule was finalized after May 2016, putting it into the window of time set by the law when Congress can repeal it. Using the resolutions, Republicans have sent rules spanning a variety of areas to the chopping block in hopes of loosening regulation they say constricts economic growth.  Thursday’s resolution and its near-twin for state plans counters the trend by maintaining regulatory requirements. Toward the end of President Barack Obama’s tenure, his Labor Department exempted both state and city-run retirement plans from the 1974 Employee Retirement Income Security Act, or ERISA, a law designed to protect workers’ savings with detailed compliance requirements. Private-sector workers whose employers do not offer 401(k) or other retirement benefits, and who often have low incomes, are automatically enrolled in the plans being launched in states such as California, Illinois and Oregon.  States say the ERISA exemption lets employers pass workers’ money into plans without footing compliance costs. They also say Wall Street wants to block the plans because they create competition. But the Investment Company Institute, a mutual funds trade group, the U.S. Chamber of Commerce and others in financial services say the exemptions shortchange workers from important federal pension protections that other workers receive. ",politicsNews,"March 30, 2017 ",True,washington reuters a divided u s senate on thursday killed a regulation that had exempted city run retirement savings plans for low income workers from strict pension protection laws utah republican orrin hatch the resolution s sponsor has said he expects the senate to soon repeal a related rule on state operated retirement plans that resolution may face a tougher time than the one on municipal plans which barely passed in a vote states are farther along establishing retirement programs for people who do not have workplace savings plans and republicans who advocate for states rights are more skeptical of the resolution the house of representatives has already passed both resolutions thursday s vote marked the th time the republican controlled congress has successfully killed an obama era regulation through the use of an obscure law known as the congressional review act the law lets congress repeal a newly minted rule through simple majority votes in the house and senate and a signature from the president a substantially similar rule can never be enacted in its place the labor department rule was finalized after may putting it into the window of time set by the law when congress can repeal it using the resolutions republicans have sent rules spanning a variety of areas to the chopping block in hopes of loosening regulation they say constricts economic growth thursday s resolution and its near twin for state plans counters the trend by maintaining regulatory requirements toward the end of president barack obama s tenure his labor department exempted both state and city run retirement plans from the employee retirement income security act or erisa a law designed to protect workers savings with detailed compliance requirements private sector workers whose employers do not offer k or other retirement benefits and who often have low incomes are automatically enrolled in the plans being launched in states such as california illinois and oregon states say the erisa exemption lets employers pass workers money into plans without footing compliance costs they also say wall street wants to block the plans because they create competition but the investment company institute a mutual funds trade group the u s chamber of commerce and others in financial services say the exemptions shortchange workers from important federal pension protections that other workers receive
Trump explained U.S. position on THAAD to Xi: South Korea,"SEOUL (Reuters) - U.S. President Donald Trump told South Korea on Saturday he had explained to China’s President Xi Jinping America’s position on the deployment of an anti-missile defense system to South Korea, according to a statement from South Korea’s acting leader. Trump informed South Korean Prime Minister Hwang Kyo-ahn in a Saturday telephone call of his summit discussion with Xi. China has opposed the deployment of the U.S.-supplied High Altitude Area Defense (THAAD) in South Korea, arguing it could threaten its security, but South Korea and the United States say it is aimed at countering North Korea’s missile threat.  China has increased pressure and imposed restrictions on some South Korean companies doing business in China, which led many in the South to believe Beijing was retaliating against the deployment of the missile system. “President Trump said he and President Xi held in-depth discussions on the seriousness of North Korea’s nuclear problem and how to respond to it, and also said he had conveyed the U.S. position on the THAAD deployment,” the statement said. Trump pressed Xi to do more to curb North Korea’s nuclear programme in their summit meeting at Trump’s Mar-a-Lago resort in Florida, U.S. Secretary of State Rex Tillerson said. The U.S. military began deployment of the THAAD system in March, a day after the North test-fired four ballistic missiles. China has not directly said it is targeting South Korean companies.  ",politicsNews,"April 8, 2017 ",True,seoul reuters u s president donald trump told south korea on saturday he had explained to china s president xi jinping america s position on the deployment of an anti missile defense system to south korea according to a statement from south korea s acting leader trump informed south korean prime minister hwang kyo ahn in a saturday telephone call of his summit discussion with xi china has opposed the deployment of the u s supplied high altitude area defense thaad in south korea arguing it could threaten its security but south korea and the united states say it is aimed at countering north korea s missile threat china has increased pressure and imposed restrictions on some south korean companies doing business in china which led many in the south to believe beijing was retaliating against the deployment of the missile system president trump said he and president xi held in depth discussions on the seriousness of north korea s nuclear problem and how to respond to it and also said he had conveyed the u s position on the thaad deployment the statement said trump pressed xi to do more to curb north korea s nuclear programme in their summit meeting at trump s mar a lago resort in florida u s secretary of state rex tillerson said the u s military began deployment of the thaad system in march a day after the north test fired four ballistic missiles china has not directly said it is targeting south korean companies
Kosovo war crimes court ready for first indictments: chief judge,"PRISTINA (Reuters) - A special court with international prosecutors and judges set up to tackle alleged war crimes by ethnic Albanians against Serbs during Kosovo s 1998-99 war is ready to proceed with its first indictments, its president said in an interview. The court, which could indict or call as witnesses current officials in Pristina s government, will function under Kosovo law but operate in the Netherlands to minimize the risk of witness intimidation and judicial corruption in Kosovo.  The Kosovo Specialist Chamber was set up in The Hague following U.S. and European Union pressure on the Kosovo government to confront allegations of atrocities against ethnic Serbs by Kosovo Liberation Army (KLA) guerrillas.  The KLA rose up against then-Serbian strongman President Slobodan Milosevic, eventually winning crucial NATO air support that halted the killing and expulsion of Kosovo Albanian civilians in a brutal counter-insurgency campaign. Kosovo, with a 90 percent ethnic Albanian majority, declared independence from Serbia in 2008 and has been recognized by over 110 states, but not by Serbia or Russia. The now-disbanded KLA, which counts among its former ranks much of Kosovo s current political elite, has been dogged for years by allegations that it sold organs removed from murdered Serb prisoners on the black market.  We are really fully operational,  Ekaterina Trendafilova, the Bulgarian court president, said, though she did not know when the first indictments would be filed.  Asked if anyone in Kosovo would have immunity, she said:  There is no immunity for anyone regardless of their position, and amnesty also cannot apply.   (We will be addressing) individual criminal responsibility not related to any organization, to any group or ethnicity.  Local media and analysts speculated that some of Kosovo s top officials who held commanding positions within the KLA could face indictments or be called as witnesses. A 2011 report for the Council of Europe linked leading Kosovo figures   notably President Hashim Thaci   to gruesome crimes against Serbs, including trade in organs harvested from prisoners of war. Thaci has denied any wrongdoing.   Another Hague-based court, the U.N. Criminal Tribunal for Former Yugoslavia (ICTY), will close down soon after delivering its last major verdict on Wednesday, convicting former Bosnian Serb military commander Ratko Mladic of genocide. The ICTY, which addressed crimes mainly in the former Yugoslav republics of Bosnia and Croatia, indicted 161 people in all - including Milosevic, who died in prison during his trial - and convicted 83, more than 60 of them ethnic Serbs. ",worldnews,"November 24, 2017 ",True,pristina reuters a special court with international prosecutors and judges set up to tackle alleged war crimes by ethnic albanians against serbs during kosovo s war is ready to proceed with its first indictments its president said in an interview the court which could indict or call as witnesses current officials in pristina s government will function under kosovo law but operate in the netherlands to minimize the risk of witness intimidation and judicial corruption in kosovo the kosovo specialist chamber was set up in the hague following u s and european union pressure on the kosovo government to confront allegations of atrocities against ethnic serbs by kosovo liberation army kla guerrillas the kla rose up against then serbian strongman president slobodan milosevic eventually winning crucial nato air support that halted the killing and expulsion of kosovo albanian civilians in a brutal counter insurgency campaign kosovo with a percent ethnic albanian majority declared independence from serbia in and has been recognized by over states but not by serbia or russia the now disbanded kla which counts among its former ranks much of kosovo s current political elite has been dogged for years by allegations that it sold organs removed from murdered serb prisoners on the black market we are really fully operational ekaterina trendafilova the bulgarian court president said though she did not know when the first indictments would be filed asked if anyone in kosovo would have immunity she said there is no immunity for anyone regardless of their position and amnesty also cannot apply we will be addressing individual criminal responsibility not related to any organization to any group or ethnicity local media and analysts speculated that some of kosovo s top officials who held commanding positions within the kla could face indictments or be called as witnesses a report for the council of europe linked leading kosovo figures notably president hashim thaci to gruesome crimes against serbs including trade in organs harvested from prisoners of war thaci has denied any wrongdoing another hague based court the u n criminal tribunal for former yugoslavia icty will close down soon after delivering its last major verdict on wednesday convicting former bosnian serb military commander ratko mladic of genocide the icty which addressed crimes mainly in the former yugoslav republics of bosnia and croatia indicted people in all including milosevic who died in prison during his trial and convicted more than of them ethnic serbs
"WATCH: 40,000 BOY SCOUTS BOO Barack Obama…GO CRAZY…Chant “We Love Trump” During President Trump’s Visit To National Scout Jamboree","President Trump stood in front 40,000 enthusiastic Boy Scouts in West Virginia, as the scouts proudly chanted  USA USA!  President Trump started out his speech to the Boy Scouts by remarking on the size of the crowd. Trump told the Boy Scouts that he estimated the crowd at about 45,000, but joked that the media will probably say there were about 200 scouts in the crowd.Standing on the stage with President Trump were former Scout and Health and Human Services Secretary Tom Price. It only seemed appropriate that Trump would bring his Secretary of Energy Rick Perry to West Virginia, where candidate Trump won the hearts and votes of coal miner s desperate for someone in Washington fight for their jobs.Watch President Trump enter the stage at the scout jamboree as the scouts go wild:President Donald J. Trump arrives at The Summit Bechtel Family National Scout Reserve and proceeds to main stage. #TeamTrumpBTS #MAGA #USAA post shared by President Donald J. Trump (@realdonaldtrump) on Jul 24, 2017 at 5:18pm PDTAs Trump entered the stage, the scouts went wild chanting,  We love Trump!  Trump paused for a moment and then asked the scouts,  By the way just a question:  Did President Obama ever come to a Jamboree?'  The crowd responded by booing the former president. President Trump then told them,  And we ll be back. We l be back. The answer is  no . But we ll be back.  The crowd went wild again!#BoyScouts chant ""WE LOVE TRUMP"" and appear to BOO Obama  pic.twitter.com/uBU7aPLh3S  RSBN TV (@RSBNetwork) July 24, 2017Here s the entire video of President Trump s speech to the Boy Scouts: ",politics,"Jul 24, 2017",Fake,president trump stood in front enthusiastic boy scouts in west virginia as the scouts proudly chanted usa usa president trump started out his speech to the boy scouts by remarking on the size of the crowd trump told the boy scouts that he estimated the crowd at about but joked that the media will probably say there were about scouts in the crowd standing on the stage with president trump were former scout and health and human services secretary tom price it only seemed appropriate that trump would bring his secretary of energy rick perry to west virginia where candidate trump won the hearts and votes of coal miner s desperate for someone in washington fight for their jobs watch president trump enter the stage at the scout jamboree as the scouts go wild president donald j trump arrives at the summit bechtel family national scout reserve and proceeds to main stage teamtrumpbts maga usaa post shared by president donald j trump realdonaldtrump on jul at pm pdtas trump entered the stage the scouts went wild chanting we love trump trump paused for a moment and then asked the scouts by the way just a question did president obama ever come to a jamboree the crowd responded by booing the former president president trump then told them and we ll be back we l be back the answer is no but we ll be back the crowd went wild again boyscouts chant we love trump and appear to boo obama pic twitter com ubu aplh s rsbn tv rsbnetwork july here s the entire video of president trump s speech to the boy scouts
BREAKING: OBAMA-APPOINTED JUDGE ORDERS Vote Recount To Begin At Noon On Monday,"A federal judge has ordered Michigan election officials to begin a massive hand recount of 4.8 million ballots cast in the presidential election at noon Monday.U.S. District Judge Mark Goldsmith issued a ruling just after midnight Monday in favor of Green Party presidential candidate Jill Stein, who sought to let election officials bypass a two-business-day waiting period that would have delayed start of the recount until Wednesday morning.The manual recount process was scheduled to begin Wednesday as specified by state law, and in a rare Sunday hearing in federal court, Goldsmith questioned the harm posed by waiting.Stein s lawyer Mark Brewer argued the case was aimed at ensuring the integrity of Michigan s voting system and that the required waiting period violated Stein s rights to due process and equal protection. He pushed for the recount of 4.8 million ballots to start immediately, which he said would be Monday morning. There are questions raised throughout the country about the integrity of the election system,  Brewer told the judge in front of a courtroom filled with about two dozen people, including state Republican Party Chair Ronna Romney McDaniel.  It s not just rhetoric. The hearing ended Sunday afternoon, with a staffer for the judge saying Goldsmith would issue a written opinion but he did not give a timeline.The deadline to finalize the vote total for the Electoral College is Dec. 13. Chris Thomas, the state elections director, testified Sunday that he could not guarantee that the recount could be finished by that deadline, calling the task  doable but difficult.  Brewer called it  highly doubtful  that the state could finish by the deadline, and asserted the recount needed to start immediately.Read more: Detroit News",left-news,"Dec 5, 2016",Fake,a federal judge has ordered michigan election officials to begin a massive hand recount of million ballots cast in the presidential election at noon monday u s district judge mark goldsmith issued a ruling just after midnight monday in favor of green party presidential candidate jill stein who sought to let election officials bypass a two business day waiting period that would have delayed start of the recount until wednesday morning the manual recount process was scheduled to begin wednesday as specified by state law and in a rare sunday hearing in federal court goldsmith questioned the harm posed by waiting stein s lawyer mark brewer argued the case was aimed at ensuring the integrity of michigan s voting system and that the required waiting period violated stein s rights to due process and equal protection he pushed for the recount of million ballots to start immediately which he said would be monday morning there are questions raised throughout the country about the integrity of the election system brewer told the judge in front of a courtroom filled with about two dozen people including state republican party chair ronna romney mcdaniel it s not just rhetoric the hearing ended sunday afternoon with a staffer for the judge saying goldsmith would issue a written opinion but he did not give a timeline the deadline to finalize the vote total for the electoral college is dec chris thomas the state elections director testified sunday that he could not guarantee that the recount could be finished by that deadline calling the task doable but difficult brewer called it highly doubtful that the state could finish by the deadline and asserted the recount needed to start immediately read more detroit news
NEW YORK GOV CUOMO Thinks He’s The Boss of You: Bans Travel To Mississippi!,"NY Gov. Andrew Cuomo (D) thinks he s the boss of you! He banned all non-essential travel to Mississippi after the state passed a religious liberty bill that he called a  hateful injustice against the LGBT community.  Can you believe this guy?  The bill, known as House Bill 1523 or the  Protecting Freedom of Conscience from Government Discrimination Act,  was signed into law by Mississippi Gov. Phil Bryant (R) Tuesday and will go into effect July 1.The legislation guards against the discrimination of individuals, religious organizations and certain businesses who have  sincerely held religious beliefs or moral convictions  that marriage  should be recognized as the union of one man and one woman. Under the law, religious leaders can decline to  solemnize any marriage  or provide wedding-related services based on religious or moral objections. In addition, Mississippians can decided  whether or not to hire, terminate or discipline an individual whose conduct or religious beliefs are inconsistent  with their own ideals.After the passage of the new law, Cuomo issued an order Tuesday that  requires all New York State agencies, departments, boards and commissions to immediately review all requests for state funded or state sponsored travel  to Mississippi.Last month, Cuomo did the same thing for travel to North Carolina.Read more: The Blaze ",Government News,"Apr 7, 2016",Fake,ny gov andrew cuomo d thinks he s the boss of you he banned all non essential travel to mississippi after the state passed a religious liberty bill that he called a hateful injustice against the lgbt community can you believe this guy the bill known as house bill or the protecting freedom of conscience from government discrimination act was signed into law by mississippi gov phil bryant r tuesday and will go into effect july the legislation guards against the discrimination of individuals religious organizations and certain businesses who have sincerely held religious beliefs or moral convictions that marriage should be recognized as the union of one man and one woman under the law religious leaders can decline to solemnize any marriage or provide wedding related services based on religious or moral objections in addition mississippians can decided whether or not to hire terminate or discipline an individual whose conduct or religious beliefs are inconsistent with their own ideals after the passage of the new law cuomo issued an order tuesday that requires all new york state agencies departments boards and commissions to immediately review all requests for state funded or state sponsored travel to mississippi last month cuomo did the same thing for travel to north carolina read more the blaze
OBAMA AND VALERIE JARRETT Finalize Executive Action Gun Control Proposal,"It s almost as though we don t even have a Constitution Never let a crisis go to waste President Barack Obama s advisers are finalizing a proposal that would expand background checks on gun sales without congressional approval.White House adviser Valerie Jarrett says the president has asked his team to complete a proposal and submit it for his review  in short order.  She says the recommendations will include measures to expand background checks.Jarrett spoke Wednesday night at a vigil for the victims of the Newtown shooting, according to a summary provided by the White House.After the mass shooting in Roseburg, Oregon, Obama said his team was looking for ways to tighten gun laws without a vote in Congress. White House officials have said they re exploring closing the so-called  gun show loophole  that anti-gun advocates claim allows people to buy weapons at gun shows and online without a background check.The move comes following the deadly terrorist attack in San Bernardino, California, that left 14 people dead. All of the guns used in the massacre were purchased legally. Opponents of new gun control regulations have argued that the proposals being pushed by Obama would not have prevented the tragedy or recent mass shootings. Via: The Blaze",politics,"Dec 11, 2015",Fake,it s almost as though we don t even have a constitution never let a crisis go to waste president barack obama s advisers are finalizing a proposal that would expand background checks on gun sales without congressional approval white house adviser valerie jarrett says the president has asked his team to complete a proposal and submit it for his review in short order she says the recommendations will include measures to expand background checks jarrett spoke wednesday night at a vigil for the victims of the newtown shooting according to a summary provided by the white house after the mass shooting in roseburg oregon obama said his team was looking for ways to tighten gun laws without a vote in congress white house officials have said they re exploring closing the so called gun show loophole that anti gun advocates claim allows people to buy weapons at gun shows and online without a background check the move comes following the deadly terrorist attack in san bernardino california that left people dead all of the guns used in the massacre were purchased legally opponents of new gun control regulations have argued that the proposals being pushed by obama would not have prevented the tragedy or recent mass shootings via the blaze
"Key U.S. House committee approves healthcare bill, vote set for Thursday","WASHINGTON (Reuters) - The U.S. House Rules committee approved a Republican healthcare bill late on Wednesday night, a procedural hurdle cleared ahead of a planned vote on Thursday on the legislation by the entire chamber. The bill would roll back the 2010 Affordable Care Act, known as Obamacare, while keeping in place some key provisions and creating an $8 billion fund to cover costs for those with pre-existing conditions who would face higher costs under the new system.  ",politicsNews,"May 4, 2017 ",True,washington reuters the u s house rules committee approved a republican healthcare bill late on wednesday night a procedural hurdle cleared ahead of a planned vote on thursday on the legislation by the entire chamber the bill would roll back the affordable care act known as obamacare while keeping in place some key provisions and creating an billion fund to cover costs for those with pre existing conditions who would face higher costs under the new system
Cambodia's Hun Sen urges arrests of opposition 'rebels in the city',"PHNOM PENH (Reuters) - Cambodia could make more arrests of people linked to a plot to overthrow the government, Prime Minister Hun Sen said on Monday, attacking opposition figures as  rebels in the city  bent on staging a  color revolution , despite past failures. The comment is part of the strongman s widening crackdown on opposition politicians and independent media that critics and rights groups see as an effort to shore up his party s strength ahead of a general election next year. Last month, authorities arrested Kem Sokha, leader of the opposition Cambodia National Rescue Party (CNRP), and charged him with treason and espionage over an alleged plot to take power with help from the United States. The U.S. embassy has rejected any suggestion of interference in politics. The Sept. 3 arrest sparked condemnation from Western countries, and the CNRP has said about half its members of parliament have fled Cambodia fearing a crackdown by Hun Sen.  This isn t over yet with one arrest, I would like to send out a message,  Hun Sen, who has ruled Cambodia for more than 30 years, said at an opening ceremony for a hotel in Siem Reap province.  This set-up is a systematic activity,  he added, referring to the alleged opposition plot to overthrow his government.  The rebels in the city that do  color revolution  are absolutely rejected.  Hun Sen can claim support from his main ally, China, which has said it supports Cambodia s efforts to maintain its security. The government says a 2013 video in which Kem Sokha tells supporters he has help from unidentified Americans to gain power is evidence that he was colluding with the United States. The opposition argues the video is evidence of an election strategy, not a coup plot. ",worldnews,"October 2, 2017 ",True,phnom penh reuters cambodia could make more arrests of people linked to a plot to overthrow the government prime minister hun sen said on monday attacking opposition figures as rebels in the city bent on staging a color revolution despite past failures the comment is part of the strongman s widening crackdown on opposition politicians and independent media that critics and rights groups see as an effort to shore up his party s strength ahead of a general election next year last month authorities arrested kem sokha leader of the opposition cambodia national rescue party cnrp and charged him with treason and espionage over an alleged plot to take power with help from the united states the u s embassy has rejected any suggestion of interference in politics the sept arrest sparked condemnation from western countries and the cnrp has said about half its members of parliament have fled cambodia fearing a crackdown by hun sen this isn t over yet with one arrest i would like to send out a message hun sen who has ruled cambodia for more than years said at an opening ceremony for a hotel in siem reap province this set up is a systematic activity he added referring to the alleged opposition plot to overthrow his government the rebels in the city that do color revolution are absolutely rejected hun sen can claim support from his main ally china which has said it supports cambodia s efforts to maintain its security the government says a video in which kem sokha tells supporters he has help from unidentified americans to gain power is evidence that he was colluding with the united states the opposition argues the video is evidence of an election strategy not a coup plot
 WATCH: Wolf Blitzer Makes Republican Throw Temper Tantrum Over Trump’s Nazi Problem,"The media needs to keep grilling Republicans over Donald Trump s flirtation with Nazis, because it s clearly a sore spot.When RNC communications director Sean Spicer appeared on CNN with Wolf Blitzer on Tuesday night, he was apparently hoping for a softball interview.But Blitzer had other ideas and soon called out Trump for being quick to whine and condemn the diverse cast of  Hamilton  while being very slow to condemn neo-Nazis and white supremacists.Blitzer wanted to know why Trump won t just deliver a speech openly condemning these deplorable groups. Spicer responded by saying that,  At some point, you ve gotta take his position and move on! Spicer said that Trump merely mentioning a disavowal should be enough and that he has  made his position clear,  but the problem is that Trump hasn t made it clear. Every time he claims to disavow these groups he ends up blowing them a kiss by sharing their tweets or supporting a policy that they support. In fact, these groups have become so emboldened by Trump that hate crimes have spiked since Election Day.Nazis and white supremacists are celebrating in the streets because they think Trump is the second coming of Hitler and that it will be open season on minorities across the country.Blitzer asked why these groups still support Trump even though he  disavowed  them, and Spicer threw a hissy fit. I don t know!  he snapped.  That s really not my focus, figuring out why certain groups support him! Blitzer pointed out that Trump has failed to condemn these groups unlike his consistent attacks on diverse groups like the cast of  Hamilton  for just merely passing on a message to Mike Pence.And Blitzer s persistence cause Spicer to lose his shit. You ve asked me eight times, the same question! I ve told you what his position is. That s not his focus! His focus is making this country better for all Americans, creating a better country, creating a better education system for all Americans, rebuilding our inner cities. That s what his focus is. So I get that you guys all want to ask the same question over and over again and make him denounce it eight ways to Sunday, but it s not what he wants to talk about! Here s the video via YouTube. The relevant remarks are at the 4:30 mark.The reason why these groups still support Trump is because his condemnation of them has been weak from the very beginning, so it seems like Trump is only saying the minimum to make it sound like he condemns them. What Trump needs to do is deliver a speech to the entire country making it clear once and for all that he strongly condemns these groups and that he does not share their views nor will he help them pursue their hateful agenda.Featured Image: Screenshot",News,"November 23, 2016",Fake,the media needs to keep grilling republicans over donald trump s flirtation with nazis because it s clearly a sore spot when rnc communications director sean spicer appeared on cnn with wolf blitzer on tuesday night he was apparently hoping for a softball interview but blitzer had other ideas and soon called out trump for being quick to whine and condemn the diverse cast of hamilton while being very slow to condemn neo nazis and white supremacists blitzer wanted to know why trump won t just deliver a speech openly condemning these deplorable groups spicer responded by saying that at some point you ve gotta take his position and move on spicer said that trump merely mentioning a disavowal should be enough and that he has made his position clear but the problem is that trump hasn t made it clear every time he claims to disavow these groups he ends up blowing them a kiss by sharing their tweets or supporting a policy that they support in fact these groups have become so emboldened by trump that hate crimes have spiked since election day nazis and white supremacists are celebrating in the streets because they think trump is the second coming of hitler and that it will be open season on minorities across the country blitzer asked why these groups still support trump even though he disavowed them and spicer threw a hissy fit i don t know he snapped that s really not my focus figuring out why certain groups support him blitzer pointed out that trump has failed to condemn these groups unlike his consistent attacks on diverse groups like the cast of hamilton for just merely passing on a message to mike pence and blitzer s persistence cause spicer to lose his shit you ve asked me eight times the same question i ve told you what his position is that s not his focus his focus is making this country better for all americans creating a better country creating a better education system for all americans rebuilding our inner cities that s what his focus is so i get that you guys all want to ask the same question over and over again and make him denounce it eight ways to sunday but it s not what he wants to talk about here s the video via youtube the relevant remarks are at the mark the reason why these groups still support trump is because his condemnation of them has been weak from the very beginning so it seems like trump is only saying the minimum to make it sound like he condemns them what trump needs to do is deliver a speech to the entire country making it clear once and for all that he strongly condemns these groups and that he does not share their views nor will he help them pursue their hateful agenda featured image screenshot
"RIP PROUD PATRIOT: MARINE Dies After Delivering Powerful Message To President Trump, Mike Pence, General Mattis: “Give ‘Em Hell…Semper Fi…God Bless” [VIDEO]","Larry Lindsey fought hard for Trump in Colorado during the primaries. He passed away hours after recording his final goodbye.RIP patriot.  President Trump, Vice President Pence and General Mattis, I would like to say that the greatest honor of my life has been to wage this battle with you. I have been prouder of being a Marine than anything I have ever done in my life. Having a hand in some small way in fighting for my country has meant the world to me. There is no greater honor for me, to have great men like you leading this country back to its foundation and back to God. President Trump, I have no doubt in my heart and in my mind, that you will be perhaps the greatest President in the history of our country. Vice President Pence, I am so honored to call you my Vice President. You are an incredibly good man and probably the only Vice President in probably 150 years to have any brains, and I appreciate that from you. The candor and the honesty from both of you men is much needed at this day and time. General Mattis, sir, it appears that I am now out of ammunition, but I continue to fight with my last breath. I do not fear death, because I know where I m going and I m only going home for a rest. It s you people here, the good people of America for whom I cry, my loved ones and my friends and the sacrifices they must continue to make in this fight to restore our country. Dying is the easy part. Dying is the comforting part if you know who your God is and you know that he holds your hand, and I do. I praise God for a wonderful life, so many wonderful blessings that I have known and so many wonderfully kind and loving people in this country whom I have met during my fight for this country. I want you to know, each and every one of you that we have taken on a challenge that has only just begun. The real battle lies ahead. And General Mattis, I have only one request sir, and that is,  Give  em hell. Semper fi.God bless. Larry Lindsey fought hard for Trump in Colorado during the primaries. He passed away hours after recording his final goodbye.RIP patriot.   pic.twitter.com/mJB1bn1XZN  Alex   (@SoCal4Trump) December 18, 2016",politics,"Dec 18, 2016",Fake,larry lindsey fought hard for trump in colorado during the primaries he passed away hours after recording his final goodbye rip patriot president trump vice president pence and general mattis i would like to say that the greatest honor of my life has been to wage this battle with you i have been prouder of being a marine than anything i have ever done in my life having a hand in some small way in fighting for my country has meant the world to me there is no greater honor for me to have great men like you leading this country back to its foundation and back to god president trump i have no doubt in my heart and in my mind that you will be perhaps the greatest president in the history of our country vice president pence i am so honored to call you my vice president you are an incredibly good man and probably the only vice president in probably years to have any brains and i appreciate that from you the candor and the honesty from both of you men is much needed at this day and time general mattis sir it appears that i am now out of ammunition but i continue to fight with my last breath i do not fear death because i know where i m going and i m only going home for a rest it s you people here the good people of america for whom i cry my loved ones and my friends and the sacrifices they must continue to make in this fight to restore our country dying is the easy part dying is the comforting part if you know who your god is and you know that he holds your hand and i do i praise god for a wonderful life so many wonderful blessings that i have known and so many wonderfully kind and loving people in this country whom i have met during my fight for this country i want you to know each and every one of you that we have taken on a challenge that has only just begun the real battle lies ahead and general mattis i have only one request sir and that is give em hell semper fi god bless larry lindsey fought hard for trump in colorado during the primaries he passed away hours after recording his final goodbye rip patriot pic twitter com mjb bn xzn alex socal trump december
