title,text,subject,date,label
" Tired Of Things Going Well, Marco Rubio Makes Promise To Destroy America Again (VIDEO)","Listening to several of the Republican candidates for president, one could wonder if they ve been in a cryogenic sleep for the past seven years, and they re still talking about how badly George W. Bush screwed things up. However, no, they keep repeating the lie that the nation is so much worse now than it was at the brink of a recession before President Obama took over. Republican voters should honestly be insulted by this, being treated like idiots absent from reality. Although, maybe they are idiots absent to reality, and these Republican candidates are just being opportunistic.Repeating this lie of  seven disastrous years  of Obama, Marco Rubio took to the media branch of the GOP, Fox News, to give a quick campaign message and offer his well wishes for the new year. Hi, this is Marco Rubio, a senator from Florida, and a candidate for President of the United States. As we leave 2015 behind and look forward to 2016, with the elections that are coming up in November, this is the year where we re going to have a chance to turn America around. After seven disastrous years of the current president, we have a chance to reclaim the American dream, and that s why I m running for president. And my resolution for 2016 is to do everything I can to not just restore the American dream, but to expand it to reach more people and change more lives than ever before. So that this, the greatest country in the world, can be greater than it s ever been. So, what America does Rubio want to go back to, exactly? One where people are losing their homes? One where jobs are lost at a rate of 750,000 per month? One where people could be denied healthcare for a preexisting condition? One where the 14th amendment is ignored and marriage equality doesn t exist? One where Osama bin Laden is still alive? One where credit card companies can still screw customers over left and right?Honestly, what does Rubio want to do to  turn America around,  because it sure as hell looks as though we are headed in the right direction, and if anything could stand a candidate to continue Obama s progress and advance it further.Rubio apparently wants an America where Wall Street runs the show, people die or go bankrupt from lack of health coverage, and Americans aren t treated equally under the law. So, if that s the America Rubio wants   thanks, but no thanks. .@marcorubio:  This is the year where we re going to have a chance to turn America around.  #FoxNews2016 https://t.co/yvze0WpCKg  Fox News (@FoxNews) January 1, 2016 Video/Featured image: Twitter",News,"January 1, 2016",Fake
"Yemen air strike kills eight women, two children, say residents","DUBAI (Reuters) - Eight women and two children from the same Yemeni family were killed when an air strike by forces of the Saudi-led coalition involved in the country s three-year-old war hit a wedding party, residents said on Monday. The 10 people were returning on Sunday evening from a wedding in Marib province, an area east of the capital Sanaa held by the Iran-allied Houthi group, when their vehicle was struck, the sources said. A spokesman for the coalition, which denies targeting civilians and says that every report of an attack is investigated, did not respond to an email requesting comment.  The residents said the victims, all female, were part of the same family, but gave no further details on their ages or if anyone else was traveling with them. The coalition has been conducting regular air strikes in Houthi-held areas as part of a campaign to restore President Abd-Rabbu Mansour Hadi to power. The United Nations says that more than 60,000 people have been killed or wounded in the conflict, which also displaced more than two million and triggered a cholera epidemic that has infected about one million people. ",worldnews,"December 18, 2017 ",True
BREAKING: WDBJ KILLER WAS ANGRY BLACK DEMOCRAT…Reprimanded For Wearing Obama Sticker At Work,"An angry black, gay, racist, Democrat victim the poster child for today s progressive in America Gay Black reporter Vester Flanagan was an Angry Barack Obama Democrat. ** He was reprimanded for wearing a Barack Obama sticker at work. ** He had his racial suits tossed from court ** He was a  high paid companion  ** He attempted to subpoena personnel records on both of his victimsThen he shot them dead Killer Vester Flanagan was a big Obama supporter.The Huffington Post reported:Vester Lee Flanagan, the man suspected of killing two Virginia television reporters Wednesday morning, attempted to subpoena personnel records on both of those victims, as well as other staff members, as part of a lawsuit against the TV station.Flanagan s lawsuit, filed in the Roanoke City General District Court in March 2014, requested $25,000 from WDBJ, the station, which had terminated his employment the previous year. The suit cited wrongful termination, unpaid overtime wages, racial discrimination and sexual harassment for identifying as gay. The case was dismissed due to lack of evidence, although it s unclear whether a settlement was reached.According to an internal memo included in the court documents, after Flanagan was presented with a severance letter in February 2013, he said,  You better call police because I m going to make a big stink.  A newsroom employee called 911, and police officers arrived to physically escort Flanagan from the building.Memos indicate that Ward videotaped Flanagan as he was escorted out. Flanagan told Ward to  lose your big gut,  and flipped off the camera.WDBJ objected to Flanagan s request for employee documents, claiming the personnel records were proprietary information and irrelevant to his claims.The court filings also include Flanagan s application for employment at WDBJ and his resume, in which he reported graduating from San Francisco State University with a 3.7 grade point average and his affiliation with the National Association of Black Journalists.Flanagan was offered a position with WDBJ on March 6, 2012, as a multimedia journalist/general assignment reporter with an annual salary of $36,000. However, he quickly racked up a misconduct record during his year of employment.In a performance review in August 2012, Flanagan was given a  1,  the lowest rating, for being  respectful to coworkers at all times,  but a  4  for work diligence and attendance. He was written up in November 2012 for wearing a Barack Obama sticker.By the end of that year, his supervisor was expressing dissatisfaction with the quality of Flanagan s work, as well as his attitude towards his co-workers. Dan Dennison, the station s news director at the time, cited a story in which Flanagan reported on a local church s response to the mass shooting at Newtown, Connecticut. Via: Gateway Pundit",politics,"Aug 26, 2015",Fake
LIST OF 22 TIMES OBAMA Called Phony Climate Change More Serious Than Terrorism,"Oh the irony of a terror attack by Muslims taking place on American soil on the heels of Obama s return from phony Climate Change Summit in Paris ISIS has taken responsibility for the horrifying attacks in Paris that have left more than 150 dead and hundreds wounded. French President Francois Hollande is calling for the closure of his country s borders. President Barack Obama didn t condemn Islamic radicals for the attacks, but he did call them  an outrageous attempt to terrorize innocent civilians  and  an attack on all of humanity and the universal values we share. Friday s deadly attacks thwarted Al Gore s long-planned Paris webcast and star-studded concert to promote climate change awareness. Out of solidarity with the French people and the City of Paris, we have decided to suspend our broadcast of 24 Hours of Reality and Live Earth,  the group said in an online statement.Coincidentally, in July 2008, Al Gore called climate change a more dangerous threat than terrorism.  I think that the climate crisis is, by far, the most serious threat we have ever faced,  Gore told ABC News.Below are 22 times Obama or his administration officials claimed climate change a greater threat than radical Islamic terrorism.In a January 15, 2008 presidential campaign speech on Iraq and Afghanistan, Barack Obama said the  immediate danger  of oil-backed terrorism  is eclipsed only by the long-term threat from climate change, which will lead to devastating weather patterns, terrible storms, drought, and famine. That means people competing for food and water in the next fifty years in the very places that have known horrific violence in the last fifty: Africa, the Middle East, and South Asia. Most disastrously, that could mean destructive storms on our shores, and the disappearance of our coastline. On January 26, 2009, Obama delivered remarks at the White House on the  dangers  of climate change:These urgent dangers to our national and economic security are compounded by the long-term threat of climate change, which, if left unchecked, could result in violent conflict, terrible storms, shrinking coastlines, and irreversible catastrophe.In May 2010, the Obama White House released it s national security strategy, which said,  At home and abroad, we are taking concerted action to confront the dangers posed by climate change and to strengthen our energy security.  The document declared climate change  an urgent and growing threat to our national security. On September 6, 2012, during his Democratic National Convention speech, Obama said,  Yes, my plan will continue to reduce the carbon pollution that is heating our planet, because climate change is not a hoax. More droughts and floods and wildfires are not a joke. They are a threat to our children s future.On January 23, 2013, in an address before the Senate Foreign Relations Committee, Secretary of State John Kerry declared climate change among the top threats facing the United States.February 16, 2014, Secretary of State John Kerry addressed students in Indonesia and said that global warming is now  perhaps the world s most fearsome weapon of mass destruction. In a June 2014 interview, Obama said:When you start seeing how these shifts can displace people entire countries can be finding themselves unable to feed themselves and the potential incidence of conflict that arises out of that that gets your attention. There s a reason why the quadrennial defense review which the secretary of defense and the Joints Chiefs of Staff work on identified climate change as one of our most significant national security problems. It s not just the actual disasters that might arise, it is the accumulating stresses that are placed on a lot of different countries and the possibility of war, conflict, refugees, displacement that arise from a changing climate.During a September 2014 meeting with foreign ministers, Secretary of State John Kerry called Climate change a threat as urgent as ISIS.On September 24 2014, the Obama USDA launched its Global Alliance for Climate Smart Agriculture. In a memo posted by Secretary of State John Kerry, among other Obama administration officials, read, From India to the United States, climate change poses drastic risks to every facet of our lives. On October 29, 2014, in an address to the Washington Ideas Forum, Obama s Defense Secretary Chuck Hagel said:From my perspective, within the portfolio that I have responsibility for security of this country climate change presents security issues for us. There s a security dynamic to that. As the oceans increase, it will affect our bases. It will affect islands. It will affect security across the world. Just from my narrow perspective, what I have responsibility for, that s happening now.During his 2015 State of the Union address, Obama said,  No challenge  poses a greater threat to future generations than climate change. In a February 2015 address to college students in Iowa, Vice President Joe Biden said  Global warming is the greatest threat to your generation of anything at all, across the board. On February 09, 2015, in an interview with Vox, Obama said he  absolutely  believes that the media  sometimes overstates the level of alarm people should have about terrorism  as opposed to  climate change. On February 10, 2015, when asked to confirm if this means Obama believes  the threat of climate change is greater than the threat of terrorism,  Earnest responded,  The point the president is making is that there are many more people on an annual basis who have to confront the impact, the direct impact on their lives, of climate change, or on the spread of a disease, than on terrorism. During his April 18, 2015 weekly address on climate change, Obama said,  Wednesday is Earth Day, a day to appreciate and protect this precious planet we call home. And today, there s no greater threat to our planet than climate change. In May 2015, the White House released a 1,300-page National Climate Assessment that declared climate change among the world s foremost threats.May 20, 2015 President Obama said in his keynote address to the U.S. Coast Guard Academy graduates:  Climate change, and especially rising seas, is a threat to our homeland security, our economic infrastructure, the safety and health of the American people. On July 13 2015, U.S. Environmental Protection Agency administrator Gina McCarthy and Obama s U.S. Ambassador to the Vatican Kenneth F. Hackett wrote in a joint blog post on the EPA website, praising Pope Francis for dedicating his second encyclical to urging swift action on global warming.McCarthy and Hackett wrote:As public servants working in both domestic policy and diplomacy, we understand the urgent need for global action. Climate impacts like extreme droughts, floods, fires, heat waves, and storms threaten people in every country and those who have the least suffer the most. No matter your beliefs or political views, we are all compelled to act on climate change to protect our health, our planet, and our fellow human beings.An Obama Defense Department report released on July 29, 2015 says climate change puts U.S. security at risk and threatens the global order:The report reinforces the fact that global climate change will have wide-ranging implications for U.S. national security interests over the foreseeable future because it will aggravate existing problems such as poverty, social tensions, environmental degradation, ineffectual leadership, and weak political institutions that threaten domestic stability in a number of countries.The report finds that climate change is a security risk because it degrades living conditions, human security, and the ability of governments to meet the basic needs of their populations. Communities and states that are already fragile and have limited resources are significantly more vulnerable to disruption and far less likely to respond effectively and be resilient to new challenges.In his August 28, 2015 weekly address, Obama said  This is all real. This is happening to our fellow Americans right now,  he said.  Think about that. If another country threatened to wipe out an American town, we d do everything in our power to protect ourselves. Climate change poses the same threat, right now. In a September address at the United Nations Climate Summit Obama said,  For all the immediate challenges that we gather to address this week terrorism, instability, inequality, disease   there s one issue that will define the contours of this century more dramatically than any other, and that is the urgent and growing threat of a changing climate. During a September 28 address at the United Nations, President Obama said that  We can roll back the pollution that we put in our skies,  adding that  No country can escape the ravages of climate change.  Via: Breitbart News",politics,"Dec 3, 2015",Fake
Indo-Pacific? Not from where China is sitting...,"BEIJING/NEW DELHI (Reuters) - As U.S. President Donald Trump and some of America s democratic allies talk up a vision of  Indo-Pacific  cooperation, China is determined to ensure that the future belongs to  Asia .   The increasing use of the phrase  Indo-Pacific  by Trump and his team during their marathon Asian jaunt this week, instead of the  Asia-Pacific  term that has long been common in business and diplomacy, is being greeted with thinly-veiled sneers in Beijing.  Trump choosing to use the term and actually making it happen are two totally different things,  Diao Daming, an American studies expert at Renmin University in Beijing, told a forum on Friday.    The region is leading global development and Trump wants America to be first, so he could not ignore its existence. He had to say something to the region, so we have  Indo-Pacific . But as yet it s just a concept and we don t know what it means.  Beyond the wordplay lies both concern and scepticism in Beijing at U.S. attempts to complicate China s strategic domain, particularly by encouraging rival power India to work more closely militarily with Japan. Tokyo recently backed New Delhi during India s border stand-off with China.    Chinese Foreign Ministry spokeswoman Hua Chunying did not dignify  Indo-Pacific  by name in a statement this week, but noted that  this concept has been mentioned many times .    We hope that the Asia-Pacific region can become a stable, prosperous and orderly region....where we are capable of managing differences and have the wisdom to resolve the disputes,  she said.    Indo-Pacific  has grown in usage across diplomatic and security circles in Australia, India and Japan in recent years, shorthand for a broader and democratic-led region in place of the  Asia-Pacific , which to some places an authoritarian China too firmly at the center.   Trump and his team have given it fresh currency in recent days, starting in Seoul and Tokyo, building on the rhetoric of his secretary of state Rex Tillerson, who last month talked of the need to support a  free, open and thriving Indo-Pacific .   Describing the Indian and Pacific Oceans as a  single strategic arena , Tillerson went further as he described India and the United States as  bookends  within that region.    In concrete terms, it will lead to great co-ordination between the Indian, Japanese and American militaries including maritime domain awareness, anti-submarine warfare, amphibious warfare, and humanitarian assistance, disaster relief, and search and rescue,  he said.   Not all allies are convinced, however.   When Trump s White House issued a statement after the U.S.-South Korea summit on Wednesday describing the alliance as a  linchpin for stability, security and prosperity in the Indo-Pacific , South Korea s presidential Blue House issued a note of caution.   While the phrase  Indo-Pacific  matched some of South Korea s policies aimed at diversification,  we felt there was more discussion necessary to see whether it is an appropriate term to be used in our efforts toward...joint strategic goals , the Blue House statement said.   Welcoming the trend is Indian navy Captain Gurpreet Khurana, who was among the first to coin the Indo-Pacific concept in an academic paper back in 2007.   The rise of India as an economic power following its free market reforms and then its gradual military build-up was itself a key factor in the increasing significance of the Indian Ocean, he said.    India could no longer be excluded from any over-arching reckoning in the Asia-Pacific, be it economic or security related,  said Khurana, of the military-funded National Maritime Foundation. Chinese officials and experts have long bristled at any perceived attempt to contain a rising China.  But Trump s Indo-Pacific policy should not be underestimated by China, because India, Japan and Australia are united by being on the wrong side of China s development strategy for the region, according to Jia Wenshan, an expert on China s foreign policy at the Beijing-based Center for China and Globalization.  China needs to as soon as possible deal with the Indo-Pacific alliance, as it is absolutely in conflict with Belt and Road,  Jia said, referring to the Chinese president s signature initiative to re-establish trade and infrastructure ties between China and nations throughout Central and Southeast Asia.  Behind Indo-Pacific you have Japan s economic support, India s development speed and Australia s fears of China, these are all strategic realities.  ",worldnews,"November 10, 2017 ",True
ART CONTEST WINNER Disqualified for Being a Trump Supporter…What Happened to the “Tolerant” and “Accepting” Left?,"So now if you enter a contest, you need to worry about your political affiliation if you re a Republican? The left continues to show that they are the most intolerant of anyone who s across the aisle from them. It s getting uglier and uglier out there. What happened to the  accepting  leftists who claim they re ok with all people? WE HAVE A SUGGESTION: Please message Gypsy on Twitter or Instagram   It might also be a good idea to contact Kat Von D Beauty. Light Up Social Media!The Wichita Eagle reported that Gypsy Freeman was declared the winner of a national art contest sponsored by Kat Von D Beauty and was set to receive a prize package worth about $2,100. That is, until an Instagram user found a post on her page supporting Donald Trump. Once that was made known to the company, Freeman reportedly received a message from Kat Von D s Instagram account informing her that she was disqualified.PLEASE SEND A MESSAGE OF ENCOURAGEMENT  TO GYPSY FREEMAN VIA TWITTERAccording to the Eagle:When Freeman was announced as the winner, curious Instagrammers went to her page and found a pro-Trump post from Election Day last year.That evening, she received a direct message from Kat Von D s personal Instagram account, telling her the celebrity had  drawn a personal line in the sand between myself and anyone who supports that man,  according to screenshots of the conversation. My launch party [and my brand] celebrates many things that Trump is against,  the celebrity went on to say, according to the screenshots.  And I just need you to know that I personally have a hard time with inviting anyone who would support such an anti-feminist, anti-homosexual/LGBT, anti-immigrant, and anti-climate change fascist such as Trump. According to the screenshots, Freeman replied:  I won t be upset with you if you can t have us there for these reasons, and I wish you the best. We would love to be there, of course, but I sincerely do understand if you decide to replace us with someone who supports the candidate you support. This woman is so talented! It should be about the work and not about politics. This is a shame but Gypsy will get much more publicity from this than she would have otherwise. Her website is amazing! The winning image is below:",politics,"Jul 23, 2017",Fake
'Lips and teeth' no more as China's ties with North Korea fray,"BEIJING (Reuters) - When Kim Jong Un inherited power in North Korea in late 2011, then-Chinese president Hu Jintao was outwardly supportive of the untested young leader, predicting that  traditional friendly cooperation  between the countries would strengthen. Two years later, Kim ordered the execution of his uncle Jang Song Thaek, the country s chief interlocutor with China and a relatively reform-minded official in the hermetic state. Since then, ties between the allies have deteriorated so sharply that some diplomats and experts fear Beijing may become, like Washington, a target of its neighbor s ire.  While the United States and its allies - and many people in China - believe Beijing should do more to rein in Pyongyang, the acceleration of North Korea s nuclear and missile capabilities has coincided with a near-total breakdown of high-level diplomacy between the two. Before retiring this summer, China s long-time point man on North Korea, Wu Dawei, had not visited the country for over a year. His replacement, Kong Xuanyou, has yet to visit and is still carrying out duties from his previous Asian role, traveling to Pakistan in mid-August, diplomats say. The notion that mighty China wields diplomatic control over impoverished North Korea is mistaken, said Jin Canrong, an international relations professor at Beijing s Renmin University.  There has never existed a subordinate relationship between the two sides. Never. Especially after the end of the Cold War, the North Koreans fell into a difficult situation and could not get enough help from China, so they determined to help themselves.  A famine in the mid-1990s that claimed anywhere from 200,000 to three million North Koreans was a turning point for the economy, forcing private trade on the collectivized state. That allowed the North a degree of independence from outside aid and gave credence to the official  Juche  ideology of self-reliance.  China fought alongside North Korea during the 1950-53 Korean War, in which Chinese leader Mao Zedong lost his eldest son, and Beijing has long been Pyongyang s chief ally and primary trade partner. While their relationship has always been clouded by suspicion and mistrust, China grudgingly tolerated North Korea s provocations as preferable to the alternatives: chaotic collapse that spills across their border, and a Korean peninsula under the domain of a U.S.-backed Seoul government. That is also the reason China is reluctant to exert its considerable economic clout, worried that measures as drastic as the energy embargo proposed this week by Washington could lead to the North s collapse. Instead, China repeatedly calls for calm, restraint and a negotiated solution. The North Korean government does not provide foreign media with a contact point in Pyongyang for comment by email, fax or phone. The North Korean embassy in Beijing was not immediately available for comment. China s foreign ministry did not respond to a faxed request for comment. It has repeatedly spoken out against what it calls the  China responsibility theory  and insists the direct parties - North Korea, South Korea and the United States - hold the key to resolving tensions.  Until his death in 2011, North Korean leader Kim Jong Il made numerous entreaties to ensure China would back his preferred son as successor.  While then-President Hu reciprocated, the younger Kim, in his late 20s at the time, began to distance himself from his country s most powerful ally.  There s a lot of domestic politics in North Korea where this young leader who isn t well-known, he s not proven yet, especially has to show that he s not in the pocket of Beijing,  said John Delury of Seoul s Yonsei University.  I think he made the decision first to keep Hu Jintao and then (current President) Xi Jinping really at bay.  Within months of coming to power, Kim telegraphed North Korea s intentions by amending its constitution to proclaim itself a nuclear state. The execution of Jang in 2013 sealed Beijing s distrust of the young leader.  Of course the Chinese were not happy,  said a foreign diplomat in Beijing focused on North Korea.  Executing your uncle, that s from the feudal ages.  In an attempt to warm ties, Xi sent high-ranking Communist Party official Liu Yunshan to attend the North s October 2015 military parade marking the 70th anniversary of the founding of the Workers  Party of Korea. Liu hand-delivered a letter from Xi praising Kim s leadership and including congratulations not just from the Chinese Communist Party but Xi s personal  cordial wishes  in a powerful show of respect. Xi s overture has been repaid with increasingly brazen actions by Pyongyang, which many observers believe are timed for maximum embarrassment to Beijing. Sunday s nuclear test, for example, took place as China hosted a BRICS summit, while in May, the North launched a long-range missile just hours before the Belt and Road Forum, dedicated to Xi s signature foreign policy initiative. Mao Zedong s description of North Korea s relationship with China is typically mischaracterised as being as close as  lips and teeth . His words are better translated as:  If the lips are gone, the teeth will be cold,  a reference to the strategic importance of the North as a geographical security buffer. Despite its resentment at the pressure North Korea s actions have put it under, Beijing refrains from taking too hard a line. It said little when Kim Jong Un s half-brother was assassinated in February at Kuala Lumpur s airport. The half-brother, Kim Jong Nam, had been seen as a potential rival for power in Pyongyang and had lived for years in Beijing, then Macau. An editorial in China s influential Global Times warned after Pyongyang s latest nuclear test that cutting off North Korea s oil would redirect the conflict to one between North Korea and China. Zhao Tong, a North Korea expert at the Carnegie-Tsinghua Center in Beijing, said North Korea was deeply unhappy with China s backing of earlier UN sanctions.  If China supports more radical economic sanctions that directly threaten the stability of the regime, then it is possible that North Korea becomes as hostile to China as to the United States.  (This story has been refiled to remove reference to uncle in paragraph 18) ",worldnews,"September 8, 2017 ",True
"Factbox: Trump on Twitter (Sept 25) - NASCAR, NFL, John Kelly, Puerto Rico, John McCain, Alabama","The following statements were posted to the verified Twitter accounts of U.S. President Donald Trump, @realDonaldTrump and @POTUS.  The opinions expressed are his own. Reuters has not edited the statements or confirmed their accuracy.  @realDonaldTrump : - So proud of NASCAR and its supporters and fans. They won’t put up with disrespecting our Country or our Flag - they said it loud and clear! [0725 EDT] - Many people booed the players who kneeled yesterday (which was a small percentage of total). These are fans who demand respect for our Flag! [0731 EDT] - The issue of kneeling has nothing to do with race. It is about respect for our Country, Flag and National Anthem. NFL must respect this! [0739 EDT] - The White House never looked more beautiful than it did returning last night. Important meetings taking place today. Big tax cuts & reform. [0744 EDT] - #StandForOurAnthem [0902 EDT] - @CNN is #FakeNews. Just reported COS (John Kelly) was opposed to my stance on NFL players disrespecting FLAG, ANTHEM, COUNTRY. Total lie! [1826 EDT] - General John Kelly totally agrees w/ my stance on NFL players and the fact that they should not be disrespecting our FLAG or GREAT COUNTRY! [1828 EDT] - Tremendous backlash against the NFL and its players for disrespect of our Country. #StandForOurAnthem [1829 EDT] - Texas & Florida are doing great but Puerto Rico, which was already suffering from broken infrastructure & massive debt, is in deep trouble.. [2045 EDT] - ...It’s old electrical grid, which was in terrible shape, was devastated. Much of the Island was destroyed, with billions of dollars.... [2050 EDT] - ...owed to Wall Street and the banks which, sadly, must be dealt with. Food, water and medical are top priorities - and doing well. #FEMA [2058 EDT] - A few of the many clips of John McCain talking about Repealing & Replacing O’Care. My oh my has he changed-complete turn from years of talk! [2124 EDT] - Big election tomorrow in the Great State of Alabama. Vote for Senator Luther Strange, tough on crime & border - will never let you down! [2150 EDT] -- Source link: (bit.ly/2jBh4LU) (bit.ly/2jpEXYR) ",politicsNews,"September 26, 2017 ",True
Judge declines to dismiss bribery charges against U.S. Senator Menendez,"NEWARK, N.J. (Reuters) - The bribery case against U.S. Senator Bob Menendez survived a key test on Monday, as the federal judge overseeing his trial rejected a defense motion to throw out the most serious charges. U.S. District Judge William Walls in Newark, New Jersey, allowed the trial to proceed on all charges. He had suggested on Oct. 16 that he was inclined to dismiss the core of the case based on a U.S. Supreme Court decision last year that narrowed the legal definition of public corruption. ",politicsNews,"October 16, 2017 ",True
FATHER OF BENGHAZI VICTIM TY WOODS SPEAKS UP AGAINST HILLARY: “My son would still be alive…” [Video], ,politics,"Sep 10, 2016",Fake
"Before debate, protesters build 'wall of taco trucks' outside Trump hotel","LAS VEGAS - As Republican presidential nominee Donald Trump prepared to go head-to-head with Democratic rival Hillary Clinton in their third and final debate in Las Vegas on Wednesday, hundreds of hospitality workers and protesters gathered outside the hotel Trump co-owns near the Las Vegas Strip.  Demonstrators waved signs and banners next to what organizers called a “wall” of taco trucks. That was a reference to Trump’s proposal to build a wall on the U.S. border with Mexico, as well as a riff on comments by Trump supporter Marco Gutierrez who said that without action on immigration reform, “You’re going to have taco trucks on every corner.” “We have fought for our rights and we don’t want Donald Trump to take them away from us,” said Las Vegas resident Miguel Faria. “If this man gets the presidency then everything will be ruined.”  Several protesters wore sashes printed with the phrases “Miss Piggy” and “Miss Housekeeping,” using the names that Clinton has said Trump called a former beauty queen who had gained weight and who was Latina. The protest was organized by the Culinary Union, which represents about 57,000 workers in Nevada, the majority of whom are Latino. Luis Hernandez, a musician with the norteño band “Los Tigres del Norte,” encouraged Latino voters to head to the polls on Nov. 8.  “We can’t just go on hoping someone will vote on our behalf,” he told Reuters. “We need to go out and vote because the Hispanic vote is going to make the difference in these elections.” Among the speakers at the protest was civil rights leader the Rev. Jesse Jackson, who said he hoped the candidates would stick to policies at Wednesday’s debate, instead of attacking each other. “We all as Americans live under one big tent. Hillary represents that higher ground. I hope that tonight they will not wallow in snake politics but will fly like eagles and take us all to higher ground,” Jackson told Reuters.  According to Bethany Khan, the Culinary Union’s communications director, workers at the Trump International Hotel voted to unionize in December 2015 but still do not have a contract.  Some protesters blamed that on Trump, who owns 50 percent of the property.  “He says he’s the greatest negotiator but he’s not coming to the table to support the workers that give him money and make a profit for him,” said Maria Teresa Liedermann. ",politicsNews,"October 19, 2016 ",True
"Obama to call for increases in budget for SEC, CFTC: White House","WASHINGTON (Reuters) - President Barack Obama’s fiscal 2017 budget will call for an 11 percent increase in funding for the Securities and Exchange Commission and a 32 percent increase for the Commodity Futures Trading Commission, a White House official said on Monday. Obama will propose that the SEC be given $1.8 billion and the CFTC $330 million in the budget, economic adviser Jeffrey Zients said in a blog post on the White House website. “Last year the Administration fought hard to keep Congressional Republicans from using must-pass budget legislation to roll back Wall Street Reform,” he wrote, referring to fiscal 2016. “We also fought to increase funding for financial regulators and to maintain their independence. But even these gains aren’t enough.” “And while the Administration is pushing for more funding for these regulators, we’ll also continue to oppose efforts to restrict the funding independence of the other financial regulators, including the Consumer Financial Protection Bureau,” he wrote.  The Republican-controlled Congress is likely to oppose these and many other proposals in Obama’s budget. In addition to the proposed increases from the previous fiscal year, the budget will offer support again for user fees to fund the CFTC in a similar way to other financial regulators, Zients said. “Fee funding would shift the costs of regulatory services provided by the CFTC from the taxpayer to the very firms that benefit from the CFTC’s oversight.  This is a commonsense change that is long overdue,” he said. The budget would also take steps to reduce risk in the financial sector by assessing a fee against large financial institutions based on their liabilities. “We learned the hard way in 2008 just how damaging risk and leverage in the financial system can be, and we’ve done a lot to curb excessive risk on Wall Street since,” Zients said, referring to the global financial crisis. “This fee is another way to further those reforms, ensuring that taxpayers aren’t on the hook for risky Wall Street gambles.” Federal fiscal 2017 begins on Oct. 1 of this year. ",politicsNews,"February 8, 2016 ",True
 Ammon Bundy Just Got Sweet Justice Handed To Him By A Federal Judge (VIDEO),"Ammon Bundy and his armed ganged of militants have upset an entire nation over the last couple of weeks for their supposed special treatment by the police. While that did appear to be the case for the longest time, the raid was partially broken up by authorities after a shootout with one of Bundy s pals, LaVoy Finicum. Now, a federal court is refusing to give people that same impression   and they re sending the message loud and clear: There will be NO special treatment after laws have been broken, no matter who you think you are.On Friday, U.S. District Court judge Stacie Beckerman told Ammon Bundy and his brother that they would remain in jail and not be let out on bail pending their trial on federal conspiracy charges.If anyone knows anything about the court system, it s not a quick process. That means Ammon Bundy is going to be in jail for a long time. That should give him quite a long time to think about what he s done, and it should also discourage other so-called armed militants calling themselves  Federalists  out to protect peoples  rights from thinking they can get away with breaking the law, too.Pic via Twitter.The reason for the denial should come as no surprise, though: there are still four militants occupying the Malheur National Wildlife Refuge. If the judge released Bundy or any of the other perpetrators already arrested, they could simply return to the building. And   that s exactly what prosecutors communicated to the court before bail was denied. They also hilariously used the Bundys own words against them: This creates an inherent risk of flight. Moreover, [their] own statements demonstrate his unwillingness to comply with the terms of pretrial supervision.On August 16, 2015, Bundy posted on Facebook that  There is no justice in a federal court. The feds have used the courts to take rights, not protect them.' #breakingnews Read US Attorney s reason for wanting Ammon Bundy kept in jail #koin6news #Oregonstandoff pic.twitter.com/Yn6CZe5h8j  Dan Tilkin (@DanTilkinKOIN6) January 29, 2016We have a strange feeling Bundy didn t like the judge s decision. That s just a good guess.Meanwhile, the rest of the gang is refusing to standdown unless they re promised no charges will be made by the FBI. Take a look at the latest video posted below. These guys really do think they re special. Whenever their supplies and snacks run out, expect them to meet the same fate as Bundy.Featured image via screen capture.",News,"January 30, 2016",Fake
